Id,Iso639 3,Iso639 1,Eng name,Epo name,Deu name,Fra name,Spa name,Zho name,Rus name,Own name,Language type,Num users,Abbrev
5550,roo,,Rotokas,rotokasa,,,,,,,L,1,
5597,sag,sg,Sango,sangoa,Sango,sango,sango,桑戈语,санго,sängö,L,1,
5563,rtm,,Rotuman,"",Rotumanisch,,,,,,L,1,
5515,rmf,,Kalo Finnish Romani,"",,,,,,Romanó Kaló,L,1,
5401,qus,,Santiago del Estero Quichua,"",,,,,,,L,1,
5849,smo,sm,Samoan,samoa,Samoanisch,samoan,samoano,,самоанский,gagana Samoa,L,1,
5234,pnb,,Western Panjabi,"",,,,,,,L,1,
5162,pih,,Pitcairn-Norfolk,"",,,,,,Norfuk,L,1,
5247,pnt,,Pontic,"",,,,,,,L,1,
5193,pld,,Polari,"",,,,,,,L,1,
5025,oty,"",Old Tamil,malnovtamila,"","","","","","",A,1,
5051,pam,,Pampanga,pampanga,Pampango,pampangan,,,пампанга,Kapampangan,L,1,
5267,pon,,Pohnpeian,ponapa,Pohnpeianisch,pohnpei,pohnpei,,понапе,,L,1,
5004,osp,"",Old Spanish,malnovhispana,"","","","","","",H,1,
4911,ojg,,Eastern Ojibwa,"",,,,,,,L,1,
4933,ola,,Walungge,"",,,,,,,L,1,
5014,otk,"",Old Turkish,malnovturka,"","","","","","",H,1,
4896,ofs,"",Old Frisian,malnovfrisa,Altfriesisch,"","","","","",H,1,
4893,odt,"",Old Dutch,malnovnederlanda,Altniederländisch,"","","","","",H,1,
4812,nut,,Nung (Viet Nam),"",,,,,,,L,1,
4900,oge,"",Old Georgian,malnovkartvela,Altgeorgisch,"","","","","",H,1,
5008,osx,"",Old Saxon,malnovsaksa,"","","","","","",H,1,
4906,ohu,"",Old Hungarian,malnovhungara,"","","","","","",H,1,
5023,otw,,Ottawa,"",,ottawa,,,,,L,1,
5283,ppl,,Pipil,"",,,,,,,L,1,
5169,pip,,Pero,"",,,,,,,L,1,
4465,nch,,Central Huasteca Nahuatl,"",,,,,,,L,1,
4427,nau,na,Nauru,naura,Nauruisch,nauruan,nauruano,,науру,ekakairũ naoero,L,1,
4396,mzn,,Mazanderani,"",,,,,,,L,1,
4676,nmn,,!Xóõ,"",,,,,,,L,1,
4212,msi,,Sabah Malay,"",,,,,,,L,1,
4340,mxi,,Mozarabic,"",,,mozárabe,,,مُزَرَب,E,1,
4172,mqu,,Mandari,"",,,,,,,L,1,
4191,mrn,,Cheke Holo,"",,,,,,,L,1,
4573,nhn,,Central Nahuatl,"",,,,,,,L,1,
3965,miq,,Mískito,"",,,miskito,,,,L,1,
3783,mbp,,Malayo,"",,,malayo,,,,L,1,
3940,mhr,,Eastern Mari,"",,,,,,,L,1,
3871,mfa,,Pattani Malay,"",,,,,,,L,1,
5488,rge,,Romano-Greek,Roman-greka,,,,,,,L,1,
5516,rmg,,Traveller Norwegian,"",,,,,,,L,1,
5523,rmo,,Sinte Romani,"",,,,,,Sinto,L,1,
3752,mai,"",Maithili,maitila,Maithili,maithili,maithili,迈蒂利语,майтхили,मैथिली,L,1,
4010,mkn,"",Kupang Malay,kupanga malaja,"","","",古邦马来语,Купанг малай,"",L,1,
5719,sgw,,Sebat Bet Gurage,"",,,,,,,L,1,
5697,ses,,Koyraboro Senni Songhai,"",,,,,,,L,1,
3673,lou,,Louisiana Creole,"",,,,,,,L,1,
3642,lni,,Daantanai',"",,,,,,,L,1,
3702,ltc,,Late Middle Chinese,"",,,,中古漢語,,,H,1,
3714,lui,,Luiseno,luisena,,luiseno,luiseño,卢伊塞诺语,луисеньо,,L,1,
3713,lug,lg,Ganda,ganda,Luganda,ganda,luganda,干达语,ганда,Luganda,L,1,
3766,max,,North Moluccan Malay,"",,,,,,,L,1,
4118,mos,,Mossi,mosa,Mòoré,moré,,,моей,Mòoré,L,1,
6076,sxu,,Upper Saxon,"",,,,,,Sächsisch,L,1,
6037,svc,,Vincentian Creole English,"",,,,,,,L,1,
6266,thz,,Tayart Tamajeq,"",,,,,,,L,1,
5981,ssr,"",Swiss-French Sign Language,"","","",lengua de signos francesa de Suiza,"","","",L,1,
6001,stl,,Stellingwerfs,"",,,,,,,L,1,
3545,lha,,Laha (Viet Nam),"",,,,拉哈语,,,L,1,
6223,tft,,Ternate,"",,,,,,,L,1,
280,ano,,Andoque,"",,,,,,,L,1,
6356,tmn,,Taman (Indonesia),"",,,,,,,L,1,
3467,lbj,,Ladakhi,"",,ladakhi,ladakhi,,,,L,1,
3587,lki,,Laki,"",,,,,,,L,1,
3282,kud,,'Auhelawa,"",'Auhelawa,,,,,,L,1,
6436,tpw,,Tupí,"",Tupí,tupi,tupí,,,,E,1,
3250,ksw,,S'gaw Karen,"",,,,,,,L,1,
3360,kxd,,Brunei,"",,,,,,,L,1,
320,apj,,Jicarilla Apache,"",,apache (Jicarilla),,,,,L,1,
6557,tvo,,Tidore,"",,,,,,,L,1,
3571,lir,,Liberian English,"",,,,,,,L,1,
3201,kqz,,Korana,"",,,,,,,E,1,
6850,war,,Waray (Philippines),varaja,Waray-Waray,waray,,,варай,Winaray,L,1,
663,bgc,,Haryanvi,"",,,haryanví,,харянви,,L,1,
3137,kon,kg,Kongo,konga,Kikongo,kongo,kongo,刚果语,конго,Kikongo,L,1,
752,bjn,,Banjar,banĝara,,,,,банджар,,L,1,
3192,kqq,,Krenak,"",,,,,,,L,1,
723,bik,,Bikol,bikola,Bikolano,bikol,bikol,比科尔语,бикольский,Bicol,L,1,
3210,kri,,Krio,krio,Krio,keriu,,,,,L,1,
3111,knn,,Konkani (individual language),"",,,,,,,L,1,
3308,kvd,,Kui (Indonesia),"",,,,,,,L,1,
7295,yak,,Yakama,"",,,,,,,L,1,
2953,khg,"",Khams Tibetan,"","","","",康方言,Камский тибетский язык,Kham-Hor,L,1,
2871,kea,,Kabuverdianu,Kabverda kreolo,Kapverdisch,créole du Cap-Vert,,,,kriolu kabuverdianu,L,1,
2788,kas,ks,Kashmiri,kaŝmira,Kashmiri,kashmiri,cachemir,克什米尔语,кашмири,كشميري,L,1,
2962,khq,,Koyra Chiini Songhay,"",,,,,,,L,1,
2956,khk,,Halh Mongolian,"",,,,,,,L,1,
2774,kad,,Adara,"",,,,,,,L,1,
2766,jvn,,Caribbean Javanese,"",,,,,,,L,1,
2948,khb,,Lü,"",,,,傣仂语,,,L,1,
3032,kkm,,Kiong,"",,,,,,,L,1,
3684,lrc,,Northern Luri,"",,,,,,,L,1,
441,auz,"",Uzbeki Arabic,uzbeka araba,Arabisch (Uzbekistan),arabe (ouzbek),"","","","",L,1,
701,bho,,Bhojpuri,boĝpura,Bhojpuri,bhojpurî,bhojpurí,博杰普里语,бходжпури,भोजपुरी,L,1,
2799,kbd,,Kabardian,kabarda,Kabardinisch,kabardien,cabardiano,卡巴尔达语,кабардино-черкесский,къэбэрдеибзэ,L,1,
2108,gil,,Gilbertese,kiribata,Kiribatisch,kiribati,gilbertés,,гильбертский,taetae ni Kiribati,L,1,
2559,ili,"",Ili Turki,ilitjurka,Ili Turki,Ili turki,Turcomano,土库曼语,Туркменский язык,İlı turkeşi,L,1,
2623,itl,,Itelmen,"",,,,伊杰耳缅语,ительменский,Итэнмэн,L,1,
2464,hur,,Halkomelem,"",,,,,,Hǝn̓q̓ǝmin̓ǝm̓,L,1,
2622,itk,"",Judeo-Italian,juditala,"","",judeo-italiano,"","","",L,1,
2575,inb,,Inga,"",,,,,,,L,1,
2374,hmb,,Humburi Senni Songhay,"",,,,,,,L,1,
2333,hca,,Andaman Creole Hindi,"",,,,,,,L,1,
2203,grb,,Grebo,greba,,grebo,,,гребо,,L,1,
2352,hif,,Fiji Hindi,"",,,,,,,L,1,
2363,hit,,Hittite,hitita,Hethitisch,hittite,,赫梯语,хеттский,,A,1,
2810,kbp,,Kabiyè,"",,,,,,,L,1,
3757,man,,Mandingo,mandinga,Mandinka,mandingue,,,мандинго,,L,1,
1967,fuf,,Pular,"",,,,,,,L,1,
1963,fub,,Adamawa Fulfulde,"",,,,,,,L,1,
2055,gdq,,Mehri,"",,,,,,,L,1,
1983,gaa,,Ga,gaa,Ga,ga,,,га,Gã,L,1,
2137,glk,,Gilaki,"",,,,,,,L,1,
1962,fss,"",Finland-Swedish Sign Language,"","",langue des signes finno-suédoise,lengua de signos sueca de Finlandia,"","","",L,1,FinSSL
1830,emy,,Epigraphic Mayan,"",,,,,,,E,1,
1926,fkv,,Kven Finnish,"",,finnois (Kven),,,,,L,1,
1910,fay,,Southwestern Fars,"",,,,,,,L,1,
1877,ett,,Etruscan,etruska,Etruskisch,étrusque,,,,,A,1,
2238,guf,,Gupapuyngu,"",,,,,,,L,1,
1911,faz,,Northwestern Fars,"",,,,,,,L,1,
1770,dyu,,Dyula,djula,Dioula,dioula,,迪尤拉语,диула,Julakan,L,1,
1719,dsh,,Daasanach,"",,,,,,,L,1,
1713,drt,"",Drents,drenta,"","","","","","",L,1,
1554,ddo,,Dido,"",,dido,dido,,,цез,L,1,
1606,dic,,Lakota Dida,"",,,,,,,L,1,
1566,del,,Delaware,lenapa,,delaware,delaware,德拉瓦尔语,делаварский,Lënape,L,1,
1595,dhl,,Dhalandji,"",,,,,,,L,1,
1616,din,,Dinka,dinka,,dinka,,丁卡语,динка,Thuɔŋjäŋ,L,1,
1315,ckh,,Chak,"",,,,,,,L,1,
1405,cpx,,Pu-Xian Chinese,puŝiana,,,,莆仙语,,莆仙语,L,1,
1413,cre,cr,Cree,kria,,cree,cree,克里语,,ᓀᐦᐃᔭᐤ,L,1,
1310,ckb,,Central Kurdish,"",kurdisch,,,,,,L,1,
1284,cic,,Chickasaw,"",,,chickasaw,,,Chikasha,L,1,
1332,clc,,Chilcotin,"",,chilcotin,,,,"Tšinlhqot⤙in, Tsilhqot’in",L,1,
1113,bxr,,Russia Buriat,"",,bouriate (Russie),,,,,L,1,
1161,bzq,,Buli (Indonesia),"",,,,,,,L,1,
1400,cpg,,Cappadocian Greek,"",Griechisch (?),,,,,,E,1,
1608,dif,,Dieri,"",,,,,,,E,1,
2256,gux,,Gourmanchéma,"",,,,,,,L,1,
3730,luz,,Southern Luri,"",,,,,,,L,1,
6287,tiv,,Tiv,tiva,,tiv,,,тиви,,L,1,
598,bdn,,Baldemu,"",,,,,,,L,0,
597,bdm,,Buduma,"",,,,,,,L,0,
307,aor,,Aore,"",,,,,,,E,0,
596,bdl,,Indonesian Bajau,"",,,,,,,L,0,
595,bdk,,Budukh,"",Buduchisch,boudoukh,budukh,,,,L,0,
305,aon,,Bumbita Arapesh,"",,,,,,,L,0,
152,ahm,,Mobumrin Aizi,"",,,,,,,L,0,
594,bdj,,Bai,"",,baï,,,,Bairt⤧ngvrt⤧zix,L,0,
593,bdi,,Burun,"",,,,,,,L,0,
304,aom,,Ömie,"",,,,,,,L,0,
592,bdh,,Baka (Sudan),"",,,,,,,L,0,
591,bdg,,Bonggi,"",,,,,,,L,0,
303,aol,,Alor,"",,,,,,,L,0,
151,ahl,,Igo,"",,,,,,,L,0,
81,ado,,Abu,"",,,,,,,L,0,
590,bde,,Bade,"",,,,,,,L,0,
589,bdd,,Bunama,"",,,,,,,L,0,
302,aok,,Arhö,"",,,,,,,L,0,
588,bdc,,Emberá-Baudó,"",,,,,,,L,0,
587,bdb,,Basap,"",,,,,,,L,0,
301,aoj,,Mufian,"",,,,,,,L,0,
150,ahk,,Akha,"",,,,,,,L,0,
586,bda,,Bayot,"",,,,,,,L,0,
585,bcz,,Bainouk-Gunyaamolo,"",,,,,,,L,0,
298,aog,,Angoram,"",,,,,,,L,0,
584,bcy,,Bacama,"",,,,,,,L,0,
582,bcw,,Bana,"",,,,,,,L,0,
297,aof,,Bragat,"",,,,,,,L,0,
149,ahi,,Tiagbamrin Aizi,"",,,,,,,L,0,
80,adn,,Adang,"",,,,,,,L,0,
36,abp,,Abellen Ayta,"",,,,,,,L,0,
581,bcv,,Shoo-Minda-Nye,"",,,,,,,L,0,
580,bcu,,Awad Bing,"",,,,,,,L,0,
296,aoe,,Angal Enen,"",,,,,,,L,0,
579,bct,,Bendi,"",,,,,,,L,0,
578,bcs,,Kohumono,"",,,,,,,L,0,
295,aod,,Andarum,"",,,,,,,L,0,
148,ahh,,Aghu,"",,,,,,,L,0,
577,bcr,,Babine,"",,,,,,Witsuwit'en,L,0,
576,bcq,,Bench,"",,,,,,,L,0,
294,aoc,,Pemon,"",,,pemón,,,,L,0,
574,bco,,Kaluli,"",,,,,,,L,0,
573,bcn,,Bali (Nigeria),"",,bali (nigérian),,,,,L,0,
293,aob,,Abom,"",,,,,,,L,0,
147,ahg,,Qimant,"",,,,,,,L,0,
79,adl,,Galo,"",,,,,,,L,0,
572,bcm,,Bannoni,"",,,,,баннони,,L,0,
571,bcl,,Central Bikol,"",,,,,центральный биколано,,L,0,
292,aoa,,Angolar,angolara,,,,,,,L,0,
570,bck,,Bunaba,"",,,,,,,L,0,
569,bcj,,Bardi,"",,,,,,,L,0,
291,anz,,Anem,"",,,,,,,L,0,
145,ahb,,Axamb,"",,,,,,,L,0,
568,bci,,Baoulé,"",,Baoulé,,,,,L,0,
567,bch,,Bariai,"",,,,,,,L,0,
290,any,,Anyin,"",,,,,,,L,0,
566,bcg,,Baga Pokur,"",,,,,,,L,0,
565,bcf,,Bamu,"",,,,,,,L,0,
289,anx,,Andra-Hus,"",,,,,,,L,0,
144,aha,,Ahanta,"",,,,,,,L,0,
78,adj,,Adioukrou,"",,,,,,mɔjukru,L,0,
35,abo,,Abon,"",,,,,,,L,0,
14,aas,,Aasáx,"",,,,,,,L,0,
564,bce,,Bamenyam,"",,,,,,,L,0,
563,bcd,,North Babar,"",,babar (du Nord),,,,,L,0,
288,anw,,Anaang,"",,,,,,,L,0,
562,bcc,,Southern Balochi,"",,,,,,بلوچی,L,0,
561,bcb,,Bainouk-Samik,"",,,,,,,L,0,
287,anv,,Denya,"",,,,,,,L,0,
141,agx,,Aghul,Agula,,,aghul,,агульский,агъул,L,0,
560,bca,,Central Bai,"",,,,,,,L,0,
558,bby,,Befang,"",,,,,,,L,0,
286,anu,,Anuak,"",,,,,,,L,0,
557,bbx,,Bubia,"",,,,,,,L,0,
556,bbw,,Baba,"",,,,,,,L,0,
285,ant,,Antakarinya,"",,,,,,,L,0,
140,agw,,Kahua,"",,,,,,,L,0,
77,adi,,Adi,"",,,,,,,L,0,
555,bbv,,Karnai,"",,,,,,,L,0,
554,bbu,,Kulung (Nigeria),"",,,,,,,L,0,
283,anr,,Andh,"",,,,,,,L,0,
553,bbt,,Mburku,"",,,,,,,L,0,
552,bbs,,Bakpinka,"",,,,,,,L,0,
282,anq,,Jarawa (India),"",,jarawa (Inde),,,,,L,0,
139,agv,,Remontado Dumagat,"",,,,,,,L,0,
551,bbr,,Girawa,"",,,,,,,L,0,
550,bbq,,Bamali,"",,,,,,,L,0,
281,anp,,Angika,"",,angika,,,,,L,0,
549,bbp,,West Central Banda,"",,,,,,,L,0,
548,bbo,,Northern Bobo Madaré,"",,,,,,,L,0,
279,ann,,Obolo,"",,,,,,,L,0,
137,agt,,Central Cagayan Agta,"",,,,,,,L,0,
76,adh,,Adhola,"",,,,,,,L,0,
34,abn,,Abua,"",,,,,,,L,0,
547,bbn,,Uneapa,"",,,,,,,L,0,
546,bbm,,Babango,"",,,,,,,L,0,
278,anm,,Anal,"",,,anal,,,,L,0,
544,bbk,,Babanki,"",,,,,,,L,0,
543,bbj,,Ghomálá',"",,,,,,,L,0,
268,anc,,Ngas,"",,,,,,,L,0,
136,ags,,Esimbi,"",,,,,,,L,0,
542,bbi,,Barombi,"",,,,,,,L,0,
541,bbh,,Bugan,"",,,,,,,L,0,
265,amz,,Atampaya,"",,,,,,,E,0,
540,bbg,,Barama,"",,,,,,,L,0,
539,bbf,,Baibai,"",,,,,,,L,0,
264,amy,,Ami,"",,,,,,,L,0,
128,agk,,Isarog Agta,"",,,,,,,L,0,
75,adg,,Andegerebinha,"",,,,,,,L,0,
538,bbe,,Bangba,"",,,,,,,L,0,
537,bbd,,Bau,"",,,,,,,L,0,
263,amx,,Anmatyerre,"",,,,,,,L,0,
536,bbc,,Batak Toba,"",,,,,батак тоба,,L,0,
535,bbb,,Barai,"",,baraï,,,,,L,0,
262,amw,,Western Neo-Aramaic,"",Neu-Aramäisch (Westlich),néo-araméen (occidental),,,,,L,0,
127,agj,,Argobba,"",,,,,,,L,0,
534,bba,,Baatonum,"",,,,,,,L,0,
532,bay,,Batuley,"",,,,,,,L,0,
261,amv,,Ambelau,"",,,,,,,L,0,
531,bax,,Bamun,"",,bamoun,,,,,L,0,
529,bav,,Vengo,"",,vengo,,,,,L,0,
260,amu,,Guerrero Amuzgo,"",,,,,,,L,0,
126,agi,,Agariya,"",,,,,,,L,0,
73,ade,,Adele,"",,,,,,,L,0,
33,abm,,Abanyom,"",,,,,,,L,0,
13,aar,aa,Afar,afara,Afar,afar,afar,阿法尔语,афар,Afaraf,L,0,
4,aaf,,Aranadan,"",,,,,,,L,0,
528,bau,,Bada (Nigeria),"",,,,,,,L,0,
526,bas,,Basa (Cameroon),basaa,,basa,,巴萨语,баса,ɓasaá,L,0,
259,amt,,Amto,"",,,,,,,L,0,
524,bap,,Bantawa,"",,,,,,,L,0,
523,bao,,Waimaha,"",,,,,,,L,0,
257,amr,,Amarakaeri,"",,,,,,,L,0,
125,agh,,Ngelima,"",,,,,,,L,0,
518,baj,,Barakai,"",,,,,,,L,0,
516,bah,,Bahamas Creole English,"",,créole anglais bahaméen,,,,,L,0,
256,amq,,Amahai,"",,,,,,,L,0,
515,bag,,Tuki,"",,,,,,,L,0,
514,baf,,Nubaca,"",,,,,,,L,0,
255,amp,,Alamblak,"",,,,,,,L,0,
124,agg,,Angor,"",,,,,,,L,0,
71,adb,,Adabe,"",,,,,,,L,0,
511,bac,,Badui,"",,badui,,,,,L,0,
510,bab,,Bainouk-Gunyuño,"",,,,,,,L,0,
254,amo,,Amo,"",,,,,,,L,0,
509,baa,,Babatana,"",,,,,,,L,0,
992,bsx,,Yangkam,"",,,,,,,L,0,
508,azz,,Highland Puebla Nahuatl,"",,,,,,,L,0,
253,amn,,Amanab,"",,,,,,,L,0,
123,agf,,Arguni,"",,,,,аргуни,,L,0,
1104,bxi,,Pirlatapa,"",,,,,,,E,0,
1066,bvv,,Baniva,"",,,,,,,E,0,
507,azt,,Faire Atta,"",,,,,,,L,0,
1025,bue,,Beothuk,"",,,,,,,E,0,
995,bta,,Bata,"",,,,,,,L,0,
997,btc,,Bati (Cameroon),"",Bati (Kamerun),,,,,,L,0,
998,btd,,Batak Dairi,"",,,,,,,L,0,
1000,btf,,Birgit,"",,,,,,,L,0,
1001,btg,,Gagnoa Bété,"",,,,,,,L,0,
1002,bth,,Biatah Bidayuh,"",,,,,,,L,0,
1003,bti,,Burate,"",,,,,,,L,0,
1007,btm,,Batak Mandailing,"",,,,,,,L,0,
1008,btn,,Ratagnon,"",,,,,,,L,0,
1009,bto,,Rinconada Bikol,"",,,,,,,L,0,
1010,btp,,Budibud,"",,,,,,,L,0,
1011,btq,,Batek,"",,,,,,,L,0,
1012,btr,,Baetora,"",,,,,,,L,0,
1013,bts,,Batak Simalungun,"",,,,,,,L,0,
1014,btt,,Bete-Bendi,"",,,,,,,L,0,
1015,btu,,Batu,"",,,,,,,L,0,
1016,btv,,Bateri,"",,,,,,,L,0,
1017,btw,,Butuanon,"",,,,,,,L,0,
1018,btx,,Batak Karo,"",,,,,,,L,0,
1019,bty,,Bobot,"",,,,,бобот,,L,0,
1020,btz,,Batak Alas-Kluet,"",,,,,,,L,0,
1022,bub,,Bua,"",,,,,,,L,0,
1023,buc,,Bushi,"",,,,,,,L,0,
1024,bud,,Ntcham,"",,,,,,,L,0,
1026,buf,,Bushoong,"",,,,,бушонг,,L,0,
999,bte,,Gamo-Ningi,"",,,,,,,E,0,
1028,buh,,Younuo Bunu,"",,,,,,,L,0,
1029,bui,,Bongili,"",,,,,,,L,0,
1030,buj,,Basa-Gurmana,"",,,,,,,L,0,
1031,buk,,Bugawac,"",,,,,,,L,0,
1033,bum,,Bulu (Cameroon),"",,,,,,,L,0,
1034,bun,,Sherbro,"",,,,,,,L,0,
1035,buo,,Terei,"",,,,,,,L,0,
1036,bup,,Busoa,"",,,,,,,L,0,
1037,buq,,Brem,"",,,,,,,L,0,
1038,bus,,Bokobaru,"",,,,,,,L,0,
1039,but,,Bungain,"",,,,,,,L,0,
1040,buu,,Budu,"",,,,,,,L,0,
1041,buv,,Bun,"",,,,,,,L,0,
1042,buw,,Bubi,"",,,,,буби,,L,0,
1043,bux,,Boghom,"",,,,,,,L,0,
1044,buy,,Bullom So,"",,,,,,,L,0,
1045,buz,,Bukwen,"",,,,,,,L,0,
1046,bva,,Barein,"",,,,,,,L,0,
1047,bvb,,Bube,"",,,,,,,L,0,
1048,bvc,,Baelelea,"",,,,,,,L,0,
1049,bvd,,Baeggu,"",,,,,,,L,0,
1050,bve,,Berau Malay,"",Malaiisch (Berau),malais (Berau),,,,,L,0,
1051,bvf,,Boor,"",,,,,,,L,0,
1052,bvg,,Bonkeng,"",,,,,,,L,0,
1053,bvh,,Bure,"",,,,,,,L,0,
1054,bvi,,Belanda Viri,"",,,,,,,L,0,
1055,bvj,,Baan,"",,,,,,,L,0,
1056,bvk,,Bukat,"",,,,,букат,,L,0,
1058,bvm,,Bamunka,"",,,,,,,L,0,
1059,bvn,,Buna,"",,,,,,,L,0,
1060,bvo,,Bolgo,"",,,,,,,L,0,
1061,bvq,,Birri,"",,,,,,,L,0,
1062,bvr,,Burarra,"",,,,,,,L,0,
1064,bvt,,Bati (Indonesia),"",Bati (Indonesien),bati (Indonésie),,,,,L,0,
1065,bvu,,Bukit Malay,"",Malaiisch (Bukit),malais (Bukit),,,,,L,0,
1067,bvw,,Boga,"",,,,,,,L,0,
1068,bvx,,Dibole,"",,,,,,,L,0,
1069,bvz,,Bauzi,"",,,,,,,L,0,
1070,bwa,,Bwatoo,"",,,,,,,L,0,
1071,bwb,,Namosi-Naitasiri-Serua,"",,,,,,,L,0,
1072,bwc,,Bwile,"",,,,,,,L,0,
1073,bwd,,Bwaidoka,"",,,,,буайдока,,L,0,
1074,bwe,,Bwe Karen,"",,karène (Bwé),,,,,L,0,
1075,bwf,,Boselewa,"",,,,,,,L,0,
1076,bwg,,Barwe,"",,,,,,,L,0,
1077,bwh,,Bishuo,"",,,,,,,L,0,
1078,bwi,,Baniwa,"",,,,,,,L,0,
1079,bwj,,Láá Láá Bwamu,"",,,,,,,L,0,
1080,bwk,,Bauwaki,"",,,,,,,L,0,
1081,bwl,,Bwela,"",,,,,,,L,0,
1082,bwm,,Biwat,"",,,,,,,L,0,
1083,bwn,,Wunai Bunu,"",,,,,,,L,0,
1084,bwo,,Boro (Ethiopia),"",,,,,,,L,0,
1085,bwp,,Mandobo Bawah,"",,,,,,,L,0,
1087,bwr,,Bura-Pabir,"",,,,,,,L,0,
1088,bws,,Bomboma,"",,,,,,,L,0,
1089,bwt,,Bafaw-Balong,"",,,,,,,L,0,
1090,bwu,,Buli (Ghana),"",,,,,,,L,0,
1092,bww,,Bwa,"",,,,,,,L,0,
1093,bwx,,Bu-Nao Bunu,"",,,,,,,L,0,
1094,bwy,,Cwi Bwamu,"",,,,,,,L,0,
1095,bwz,,Bwisi,"",,,,,,,L,0,
1096,bxa,,Tairaha,"",,,,,,,L,0,
1097,bxb,,Belanda Bor,"",,,,,,,L,0,
1098,bxc,,Molengue,"",,,,,,,L,0,
1099,bxd,,Pela,"",,,,,,,L,0,
1100,bxe,,Birale,"",,,,,,,L,0,
1101,bxf,,Bilur,"",,,,,,,L,0,
1103,bxh,,Buhutu,"",,,,,,,L,0,
1105,bxj,,Bayungu,"",,,,,,,L,0,
1127,byg,,Baygo,"",,,,,,,E,0,
1137,byq,,Basay,"",,,,,,,E,0,
1140,byt,,Berti,"",,,,,,,E,0,
1162,bzr,,Biri,"",,,,,,,E,0,
1180,caj,,Chané,"",,,,,,,E,0,
1196,caz,,Canichana,"",,,,,,,E,0,
1216,cca,,Cauca,"",,,,,,,E,0,
1106,bxk,,Bukusu,"",,,,,,,L,0,
1107,bxl,,Jalkunan,"",,,,,,,L,0,
1109,bxn,,Burduna,"",,,,,,,L,0,
1110,bxo,,Barikanchi,"",,,,,,,L,0,
1111,bxp,,Bebil,"",,,,,,,L,0,
1112,bxq,,Beele,"",,,,,,,L,0,
1114,bxs,,Busam,"",,,,,,,L,0,
1116,bxu,,China Buriat,"",,bouriate (Chine),,,,,L,0,
1117,bxv,,Berakou,"",,,,,,,L,0,
1118,bxw,,Bankagooma,"",,,,,,,L,0,
1120,bxz,,Binahari,"",,,,,,,L,0,
1121,bya,,Batak,"",,,,,,,L,0,
1122,byb,,Bikya,"",,,,,,,L,0,
1123,byc,,Ubaghara,"",,,,,,,L,0,
1124,byd,,Benyadu',"",,,,,,,L,0,
1125,bye,,Pouye,"",,,,,,,L,0,
1126,byf,,Bete,"",,,beté,,,,L,0,
1128,byh,,Bhujel,"",,,,,,,L,0,
1129,byi,,Buyu,"",,,,,,,L,0,
1130,byj,,Bina (Nigeria),"",,bina (Nigéria),,,,,L,0,
1131,byk,,Biao,"",,,,,,,L,0,
1132,byl,,Bayono,"",,,,,,,L,0,
1133,bym,,Bidyara,"",,,,,,,L,0,
1135,byo,,Biyo,"",,,,,,,L,0,
505,azo,,Awing,"",,,,,,,L,0,
252,amm,,Ama (Papua New Guinea),"",,ama (Papouasie-Nouvelle-Guinée),,,,,L,0,
1139,bys,,Burak,"",,,,,,,L,0,
1142,byv,,Medumba,"",,,,,,,L,0,
1143,byw,,Belhariya,"",,,,,,,L,0,
1144,byx,,Qaqet,"",,,,,,,L,0,
1146,byz,,Banaro,"",,,,,,,L,0,
1147,bza,,Bandi,"",,,,,,,L,0,
1148,bzb,,Andio,"",,,,,,,L,0,
1150,bze,,Jenaama Bozo,"",,,,,,,L,0,
1151,bzf,,Boikin,"",,,,,,,L,0,
1152,bzg,,Babuza,"",,,,,бабуза,,L,0,
1153,bzh,,Mapos Buang,"",,,,,,,L,0,
1154,bzj,,Belize Kriol English,"",,créole anglais belizéen,,,,,L,0,
1156,bzl,,Boano (Sulawesi),"",,,,,,,L,0,
1157,bzm,,Bolondo,"",,,,,,,L,0,
1158,bzn,,Boano (Maluku),"",,,,,,,L,0,
1159,bzo,,Bozaba,"",,,,,,,L,0,
1160,bzp,,Kemberano,"",,,,,,,L,0,
1165,bzu,,Burmeso,"",,,,,,,L,0,
1166,bzv,,Naami,"",,,,,,,L,0,
999,bte,,Gamo-Ningi,"",,,,,,,E,0,
505,azo,,Awing,"",,,,,,,L,0,
1167,bzw,,Basa (Nigeria),"",,bassa (Nigéria),,,,,L,0,
252,amm,,Ama (Papua New Guinea),"",,ama (Papouasie-Nouvelle-Guinée),,,,,L,0,
990,bsv,,Baga Sobané,"",,,,,,,E,0,
988,bst,,Basketo,"",,,,,,,L,0,
504,azm,,Ipalapa Amuzgo,"",,,,,,,L,0,
987,bss,,Akoose,"",,,,,,,L,0,
986,bsr,,Bassa-Kontagora,"",,,,,,,L,0,
502,azg,,San Pedro Amuzgos Amuzgo,"",,,,,,,L,0,
251,aml,,War-Jaintia,"",,,,,,,L,0,
120,agc,,Agatu,"",,,,,,,L,0,
70,ada,,Adangme,adanma,,adangme,,阿当梅语,адангме,,L,0,
32,abl,,Lampung Nyo,"",,,,,,,L,0,
985,bsq,,Bassa,"",,,,,,,L,0,
984,bsp,,Baga Sitemu,"",,,,,,,L,0,
499,ayz,,Mai Brat,"",,,,,,,L,0,
983,bso,,Buso,"",,,,,,,L,0,
2004,gaw,,Nobonob,"",,,,,,,L,0,
982,bsn,,Barasana-Eduria,"",,,barasana,,,,L,0,
