Id,Iso639 3,Iso639 1,Eng name,Epo name,Deu name,Fra name,Spa name,Zho name,Rus name,Own name,Language type,Num users,Abbrev
4996,orv,"",Old Russian,malnovrusa,Altostslawische Sprache,Vieux russe,Antiguo eslavo oriental,古東斯拉夫語,Древнерусский язык,Древнерусский язык,H,0,
5034,owl,"",Old Welsh,malnovkimra,Alt-Walisisch,"","","","","",H,0,
5030,oui,"",Old Uyghur,malnovujgura,"","","","","","",H,0,
5166,pim,,Powhatan,"",,powhatan,,,,,E,0,
5060,pav,,Pakaásnovos,"",,,pakaásnovos,,,,L,0,
5061,paw,,Pawnee,"",,pawnee,pawnee,,,,L,0,
5063,pay,,Pech,"",,,pech,,,,L,0,
5065,pbb,,Páez,"",,,,,,,L,0,
5066,pbc,,Patamona,"",,,patamona,,,,L,0,
5344,ptu,,Bambam,"",,,,,,,L,0,
5067,pbe,,Mezontla Popoloca,"",,,,,,,L,0,
5068,pbf,,Coyotepec Popoloca,"",,,,,,,L,0,
5070,pbh,,E'ñapa Woromaipu,"",,,eñepa,,,,L,0,
5071,pbi,,Parkwa,"",,,,,,,L,0,
5072,pbl,,Mak (Nigeria),"",,,,,,,L,0,
5073,pbn,,Kpasam,"",,,,,,,L,0,
5074,pbo,,Papel,"",,,,,,,L,0,
5075,pbp,,Badyara,"",,,,,,,L,0,
5076,pbr,,Pangwa,"",,,,,,,L,0,
5077,pbs,,Central Pame,"",,,,,,,L,0,
5078,pbt,,Southern Pashto,"",,,,,,,L,0,
5079,pbu,,Northern Pashto,"",,,,,,,L,0,
5080,pbv,,Pnar,"",,,,,,,L,0,
5081,pby,,Pyu (Papua New Guinea),"",,,,,,,L,0,
5084,pcb,,Pear,"",,,,,,,L,0,
5085,pcc,,Bouyei,"",,,,,,,L,0,
5087,pce,,Ruching Palaung,"",,,,,,,L,0,
5088,pcf,,Paliyan,"",,,,,,,L,0,
5089,pcg,,Paniya,"",,,,,,,L,0,
5090,pch,,Pardhan,"",,,,,,,L,0,
5091,pci,,Duruwa,"",,,,,,,L,0,
5092,pcj,,Parenga,"",,,,,,,L,0,
5093,pck,,Paite Chin,"",,,,,,,L,0,
5094,pcl,,Pardhi,"",,,,,,,L,0,
5095,pcm,,Nigerian Pidgin,"",,,,,,,L,0,
5096,pcn,,Piti,"",,,,,,,L,0,
5097,pcp,,Pacahuara,"",,,,,,,L,0,
5099,pcw,,Pyapun,"",,,,,,,L,0,
5100,pda,,Anam,"",,,,,,,L,0,
5102,pdi,,Pa Di,"",,,,,,,L,0,
5103,pdn,,Podena,"",,,,,,,L,0,
5104,pdo,,Padoe,"",,,,,,,L,0,
5106,pdu,,Kayan,"",,,,,,,L,0,
5107,pea,,Peranakan Indonesian,"",,,,,,,L,0,
5108,peb,,Eastern Pomo,"",,,,,,,E,0,
5110,ped,,Mala (Papua New Guinea),"",,,,,,,L,0,
5111,pee,,Taje,"",,,,,,,L,0,
5112,pef,,Northeastern Pomo,"",,,,,,,E,0,
5113,peg,,Pengo,"",,,,,,,L,0,
5114,peh,,Bonan,"",,,,,,,L,0,
5115,pei,,Chichimeca-Jonaz,"",,,,,,,L,0,
5116,pej,,Northern Pomo,"",,,,,,,E,0,
5117,pek,,Penchal,"",,,,,,,L,0,
5118,pel,,Pekal,"",,,,,,,L,0,
5119,pem,,Phende,"",,,,,,,L,0,
5122,pep,,Kunja,"",,,,,,,L,0,
5123,peq,,Southern Pomo,"",,,,,,,L,0,
5125,pev,,Pémono,pemonoa,,,pémono,,,,L,0,
5126,pex,,Petats,"",,,,,,,L,0,
5127,pey,,Petjo,"",,,,,,,L,0,
5128,pez,,Eastern Penan,"",,,,,,,L,0,
5129,pfa,,Pááfang,"",,,,,,,L,0,
5130,pfe,,Peere,"",,,,,,,L,0,
5132,pga,,Sudanese Creole Arabic,"",,,,,,,L,0,
5133,pgg,,Pangwali,"",,,,,,,L,0,
5134,pgi,,Pagi,"",,,,,,,L,0,
5135,pgk,,Rerep,"",,,,,,,L,0,
5137,pgs,,Pangseng,"",,,,,,,L,0,
5138,pgu,,Pagu,"",,,,,,,L,0,
5140,pha,,Pa-Hng,"",,,,,,,L,0,
5141,phd,,Phudagi,"",,,,,,,L,0,
5142,phg,,Phuong,"",,,,,,,L,0,
5143,phh,,Phukha,"",,,,,,,L,0,
5144,phk,,Phake,"",,,,,,,L,0,
5145,phl,,Phalura,"",,,,,,,L,0,
5146,phm,,Phimbi,"",,,,,,,L,0,
5148,pho,,Phunoi,"",,,,,,,L,0,
5149,phq,,Phana',"",,,,,,,L,0,
5150,phr,,Pahari-Potwari,"",,,,,,,L,0,
5152,phu,,Phuan,"",,,,,,,L,0,
5153,phv,,Pahlavani,"",,,,,,,L,0,
5154,phw,,Phangduwali,"",,,,,,,L,0,
5155,pia,,Pima Bajo,"",,pima,pima bajo,,,,L,0,
5156,pib,,Yine,"",,,,,,,L,0,
5157,pic,,Pinji,"",,,,,,,L,0,
5158,pid,,Piaroa,"",,,,,,,L,0,
5160,pif,,Pingelapese,"",,,,,,,L,0,
5161,pig,,Pisabo,"",,,pisabo,,,,L,0,
5163,pii,,Pini,"",,,,,,,L,0,
5165,pil,,Yom,"",,,,,,,L,0,
5167,pin,,Piame,"",,,,,,,L,0,
5168,pio,,Piapoco,"",,,,,,,L,0,
5170,pir,,Piratapuyo,"",,,piratapuyo,,,,L,0,
5172,pit,,Pitta Pitta,"",,,,,,,E,0,
5173,piu,,Pintupi-Luritja,"",,,,,,,L,0,
5174,piv,,Pileni,"",,,,,,,L,0,
5175,piw,,Pimbwe,"",,,,,,,L,0,
5176,pix,,Piu,"",,,,,,,L,0,
5181,pkc,,Paekche,"",,,,,,,E,0,
5205,plq,,Palaic,"",,,,,палайский,,A,0,
5220,pmk,,Pamlico,"",,pamlico,,,,,E,0,
5221,pml,,Lingua Franca,"",,,,,,,E,0,
5242,pno,,Panobo,"",,,panobo,,,,E,0,
5260,pog,,Potiguára,"",,,potiguára,,,,E,0,
5180,pkb,,Pokomo,"",,,,,,,L,0,
5182,pkg,,Pak-Tong,"",,,,,,,L,0,
5183,pkh,,Pankhu,"",,,,,,,L,0,
5184,pkn,,Pakanha,"",,,,,,,L,0,
5185,pko,,Pökoot,"",,,,,,,L,0,
5188,pkt,,Maleng,"",,,,,,,L,0,
5189,pku,,Paku,"",,,,,,,L,0,
5190,pla,,Miani,"",,,,,,,L,0,
5191,plb,,Polonombauk,"",,,,,,,L,0,
5192,plc,,Central Palawano,"",,,,,,,L,0,
5151,pht,"",Phu Thai,"","","","","","",ภูไท,L,0,
5194,ple,,Palu'e,"",,,,,,,L,0,
5195,plg,,Pilagá,"",,,,,,,L,0,
5196,plh,,Paulohi,"",Paulohi,,,,,,L,0,
5198,plj,,Polci,"",,,,,,,L,0,
5199,plk,,Kohistani Shina,"",,,,,,,L,0,
5200,pll,,Shwe Palaung,"",,,,,,,L,0,
5202,pln,,Palenquero,"",,,,,,,L,0,
5203,plo,,Oluta Popoluca,"",,,popoluca de Oluta,,,,L,0,
5204,plp,,Palpa,"",,,,,,,L,0,
5206,plr,,Palaka Senoufo,"",,,,,,,L,0,
5207,pls,,San Marcos Tlacoyalco Popoloca,"",,,,,,,L,0,
5208,plt,,Plateau Malagasy,"",,,,,,,L,0,
5209,plu,,Palikúr,"",,,,,,,L,0,
5210,plv,,Southwest Palawano,"",,,,,,,L,0,
5212,ply,,Bolyu,"",,,,,,,L,0,
5213,plz,,Paluan,"",,,,,,,L,0,
5214,pma,,Paama,"",,,,,,,L,0,
5215,pmb,,Pambia,"",,,,,,,L,0,
5217,pme,,Pwaamei,"",,,,,,,L,0,
5218,pmi,,Northern Pumi,"",,,,,,,L,0,
5219,pmj,,Southern Pumi,"",,,,,,,L,0,
5222,pmm,,Pomo,"",,,,,,,L,0,
5223,pmn,,Pam,"",,,,,,,L,0,
5224,pmo,,Pom,"",,,,,,,L,0,
5225,pmq,,Northern Pame,"",,,,,,,L,0,
5226,pmr,,Paynamar,"",,,,,,,L,0,
5228,pmt,,Tuamotuan,"",Tuamotuanisch,tuamotuan,,,туамотуан,,L,0,
5230,pmw,,Plains Miwok,"",,,,,,,L,0,
5231,pmx,,Poumei Naga,"",,,,,,,L,0,
5232,pmz,,Southern Pame,"",Süd-Paamesisch,,,,,,E,0,
5233,pna,,Punan Bah-Biau,"",,,,,,,L,0,
5235,pnc,,Pannei,"",,,,,,,L,0,
5236,pne,,Western Penan,"",,,,,,,L,0,
5237,png,,Pongu,"",,,,,,,L,0,
5238,pnh,,Penrhyn,"",Penrhyn,,,,,,L,0,
5239,pni,,Aoheng,"",,,,,,,L,0,
5240,pnm,,Punan Batu 1,"",,,,,,,L,0,
5241,pnn,,Pinai-Hagahai,"",,,,,,,L,0,
5243,pnp,,Pancana,"",,,,,,,L,0,
5244,pnq,,Pana (Burkina Faso),"",,,,,,,L,0,
5245,pnr,,Panim,"",,,,,,,L,0,
5246,pns,,Ponosakan,"",,,,,,,L,0,
5248,pnu,,Jiongnai Bunu,"",,,,,,,L,0,
5249,pnv,,Pinigura,"",,,,,,,L,0,
5250,pnw,,Panytyima,"",,,,,,,L,0,
5251,pnx,,Phong-Kniang,"",,,,,,,L,0,
5252,pny,,Pinyin,"",,,,,,,L,0,
5253,pnz,,Pana (Central African Republic),"",,,,,,,L,0,
5256,poc,,Poqomam,"",,,pokomam central,,,,L,0,
5258,poe,,San Juan Atzingo Popoloca,"",,,,,,,L,0,
5259,pof,,Poke,"",,,,,,,L,0,
5261,poh,,Poqomchi',"",,,,,,,L,0,
5262,poi,,Highland Popoluca,"",,,,,,,L,0,
5264,pok,,Pokangá,"",,,pokangá,,,,L,0,
5266,pom,,Southeastern Pomo,"",,,,,,,L,0,
5268,poo,,Central Pomo,"",,,,,,,L,0,
5269,pop,,Pwapwâ,"",,,,,,,L,0,
5270,poq,,Texistepec Popoluca,"",,,popoluca de Texistepec,,,,L,0,
5272,pos,,Sayula Popoluca,"",,,popoluca de Sayula,,,,L,0,
5273,pot,,Potawatomi,"",,potawatomi,potawatomi,,,Bode'wadmi,L,0,
5275,pov,,Upper Guinea Crioulo,"",,,,,,,L,0,
5276,pow,,San Felipe Otlaltepec Popoloca,"",,,,,,,L,0,
5278,poy,,Pogolo,"",,,,,,,L,0,
5280,ppe,,Papi,"",,,,,,,L,0,
5281,ppi,,Paipai,"",,,paipai,,,aka'ala,L,0,
5282,ppk,,Uma,"",,,,,,,L,0,
5284,ppm,,Papuma,"",,,,,,,L,0,
5285,ppn,,Papapana,"",,,,,,,L,0,
5286,ppo,,Folopa,"",,,,,,,L,0,
5287,ppp,,Pelende,"",,,,,,,L,0,
5288,ppq,,Pei,"",,,,,,,L,0,
5292,ppu,,Papora,"",,,,,,,E,0,
5310,prr,,Puri,"",,,,,,,E,0,
5326,psm,,Pauserna,"",,,pauserna,,,,E,0,
5335,psy,,Piscataway,"",,,,,,,E,0,
5346,ptw,,Pentlatch,"",,,,,,,E,0,
5361,puq,,Puquina,"",,,,,,,E,0,
5368,puy,,Purisimeño,"",,,,,,,E,0,
5382,pyx,,Pyu (Myanmar),"",,,,,,,A,0,
5397,qun,,Quinault,"",,,,,,,E,0,
5291,ppt,,Pare,"",,,,,,,L,0,
5294,pqa,,Pa'a,"",,,,,,,L,0,
5297,prc,,Parachi,"",,,,,,,L,0,
5299,pre,,Principense,"",,,,,,,L,0,
5301,prh,,Porohanon,"",,,,,,,L,0,
5302,pri,,Paicî,"",,,,,,,L,0,
5303,prk,,Parauk,"",,,,,,,L,0,
5305,prm,,Kibiri,"",,,,,,,L,0,
5306,prn,,Prasuni,"",,,,,,,L,0,
5308,prp,,Parsi,"",,,,,,,L,0,
5309,prq,,Ashéninka Perené,"",,,,,,,L,0,
5312,prt,,Phai,"",,,,,,,L,0,
5313,pru,,Puragi,"",,,,,,,L,0,
5314,prw,,Parawen,"",,,,,,,L,0,
5315,prx,,Purik,"",,,,,,,L,0,
5318,psa,,Asue Awyu,"",,,,,,,L,0,
5321,pse,,Central Malay,"",,,,,,,L,0,
5317,prz,"",Providencia Sign Language,"","","",lengua de signos de Providencia,"","","",L,0,
5322,psg,"",Penang Sign Language,"",Penang-Gebärdensprache,"",lengua de signos de Penang,"","","",L,0,
5323,psh,,Southwest Pashai,"",,,,,,,L,0,
5324,psi,,Southeast Pashai,"",,,,,,,L,0,
5327,psn,,Panasuan,"",,,,,,,L,0,
5330,psq,,Pasi,"",,,,,,,L,0,
5332,pss,,Kaulong,"",,,,,,,L,0,
5333,pst,,Central Pashto,"",,,,,,,L,0,
5334,psw,,Port Sandwich,"",,,,,,,L,0,
5336,pta,,Pai Tavytera,"",,,pai tavytera,,,,L,0,
5337,pth,,Pataxó Hã-Ha-Hãe,"",,,,,,,E,0,
5338,pti,,Pintiini,"",,,,,,,L,0,
5339,ptn,,Patani,"",,,,,,,L,0,
5340,pto,,Zo'é,"",,,zo'é,,,,L,0,
5341,ptp,,Patep,"",,,,,,,L,0,
5342,ptr,,Piamatsina,"",,,,,,,L,0,
5343,ptt,,Enrekang,"",,,,,,,L,0,
5345,ptv,,Port Vato,"",,,,,,,L,0,
5347,pua,,Western Highland Purepecha,"",,,,,,,L,0,
5348,pub,,Purum,"",,,,,,,L,0,
5349,puc,,Punan Merap,"",,,,,,,L,0,
5350,pud,,Punan Aput,"",,,,,,,L,0,
5351,pue,,Puelche,"",,,,,,,E,0,
5352,puf,,Punan Merah,"",,,,,,,L,0,
5353,pug,,Phuie,"",,,,,,,L,0,
5354,pui,,Puinave,"",,,puinave,,,,L,0,
5355,puj,,Punan Tubu,"",,,,,,,L,0,
5357,pum,,Puma,"",,,,,,,L,0,
5359,puo,,Puoc,"",,,,,,,L,0,
5360,pup,,Pulabu,"",,,,,,,L,0,
5362,pur,,Puruborá,"",,,puruborá,,,,L,0,
5364,put,,Putoh,"",,,,,,,L,0,
5365,puu,,Punu,"",,,,,,,L,0,
5366,puw,,Puluwatese,"",,,,,,,L,0,
5367,pux,,Puare,"",,,,,,,L,0,
5370,pwa,,Pawaia,"",,,,,,,L,0,
5371,pwg,,Gapapaiwa,"",Gapapaiwa,,,,гапапайва,,L,0,
5372,pwm,,Molbog,"",,,,,,,L,0,
5373,pwn,,Paiwan,"",,,,,,,L,0,
5374,pwo,,Pwo Western Karen,"",,,,,,,L,0,
5375,pwr,,Powari,"",,,,,,,L,0,
5376,pww,,Pwo Northern Karen,"",,,,,,,L,0,
5377,pxm,,Quetzaltepec Mixe,"",,,,,,,L,0,
5378,pye,,Pye Krumen,"",,,,,,,L,0,
5379,pym,,Fyam,"",,,,,,,L,0,
5380,pyn,,Poyanáwa,"",,poyanáwa,poyanáwa,,,,L,0,
5381,pyu,,Puyuma,"",Puyuma,,,,,,L,0,
5383,pyy,,Pyen,"",,,,,,,L,0,
5384,qua,,Quapaw,"",,quapaw,quapaw,,,,L,0,
5385,qub,,Huallaga Huánuco Quechua,"",,quechua huallaga,,,,,L,0,
5387,qud,,Calderón Highland Quichua,"",,,,,,,L,0,
5390,qug,,Chimborazo Highland Quichua,"",,,,,,,L,0,
5392,qui,,Quileute,"",,,,,,,L,0,
5394,quk,,Chachapoyas Quechua,"",,quechua chachapoyas,,,,,L,0,
5396,qum,,Sipacapense,"",,,,,,,L,0,
5399,quq,,Quinqui,"",,,,,,,L,0,
5427,qwm,,Kuman (Russia),"",,,,,,,E,0,
5429,qwt,,Kwalhioqua-Tlatskanai,"",,,,,,,E,0,
5481,rem,,Remo,"",,,remo,,,,E,0,
5483,rer,,Rer Bare,"",,,,,,,E,0,
5489,rgk,,Rangkas,"",,,,,,,E,0,
5404,quv,,Sacapulteco,"",,,,,,,L,0,
5405,quw,,Tena Lowland Quichua,"",,,,,,,L,0,
5406,qux,,Yauyos Quechua,"",,,,,,,L,0,
5409,qva,,Ambo-Pasco Quechua,"",,,,,,,L,0,
5410,qvc,,Cajamarca Quechua,"",,,,,,,L,0,
5412,qvh,,Huamalíes-Dos de Mayo Huánuco Quechua,"",,,,,,,L,0,
5413,qvi,,Imbabura Highland Quichua,"",,,,,,,L,0,
5414,qvj,,Loja Highland Quichua,"",,,,,,,L,0,
5415,qvl,,Cajatambo North Lima Quechua,"",,,,,,,L,0,
5416,qvm,,Margos-Yarowilca-Lauricocha Quechua,"",,,,,,,L,0,
5417,qvn,,North Junín Quechua,"",,,,,,,L,0,
5418,qvo,,Napo Lowland Quechua,"",,,,,,,L,0,
5419,qvp,,Pacaraos Quechua,"",,,,,,,L,0,
5420,qvs,,San Martín Quechua,"",,,,,,,L,0,
5421,qvw,,Huaylla Wanca Quechua,"",,quechua huaylla,,,,,L,0,
5422,qvy,,Queyu,"",,,,,,,L,0,
5423,qvz,,Northern Pastaza Quichua,"",,,,,,,L,0,
5424,qwa,,Corongo Ancash Quechua,"",,quechua corongo,,,,,L,0,
5426,qwh,,Huaylas Ancash Quechua,"",,quechua huaylas,,,,,L,0,
5428,qws,,Sihuas Ancash Quechua,"",,,,,,,L,0,
5431,qxc,,Chincha Quechua,"",,,,,,,L,0,
5432,qxh,,Panao Huánuco Quechua,"",,quechua panao,,,,,L,0,
5434,qxl,,Salasaca Highland Quichua,"",,,,,,,L,0,
5435,qxn,,Northern Conchucos Ancash Quechua,"",,,,,,,L,0,
5436,qxo,,Southern Conchucos Ancash Quechua,"",,,,,,,L,0,
5437,qxp,,Puno Quechua,"",,,,,,,L,0,
5438,qxq,,Qashqa'i,"",,,,,,Qaşqaycə,L,0,
5439,qxr,,Cañar Highland Quichua,"",,,,,,,L,0,
5440,qxs,,Southern Qiang,"",,,,,,,L,0,
5441,qxt,,Santa Ana de Tusi Pasco Quechua,"",,,,,,,L,0,
5442,qxu,,Arequipa-La Unión Quechua,"",,,,,,,L,0,
5443,qxw,,Jauja Wanca Quechua,"",,quechua jauja,,,,,L,0,
5445,raa,,Dungmali,"",,,,,,,L,0,
5446,rab,,Camling,"",,,,,,,L,0,
5447,rac,,Rasawa,"",,,,,,,L,0,
5448,rad,,Rade,"",,,,,,,L,0,
5450,raf,,Western Meohang,"",,,,,,,L,0,
5451,rag,,Logooli,"",,,,,,,L,0,
5452,rah,,Rabha,"",,rabha,,,,,L,0,
5453,rai,,Ramoaaina,"",,,,,,,L,0,
5454,raj,,Rajasthani,raĝastana,Radschastanisch,rajasthani,rayastaní,,раджастхани,,L,0,
5455,rak,,Tulu-Bohuai,"",,,,,,,L,0,
5456,ral,,Ralte,"",,,,,,,L,0,
5457,ram,,Canela,"",,,,,,,L,0,
5458,ran,,Riantana,"",,,,,,,L,0,
5459,rao,,Rao,"",,,,,,,L,0,
5460,rap,,Rapanui,paskinsula,Rapanui,rapanui,,,,rapanui,L,0,
5461,raq,,Saam,"",,,,,,,L,0,
5463,ras,,Tegali,"",,,,,,,L,0,
5464,rat,,Razajerdi,"",,,,,,,L,0,
5465,rau,,Raute,"",,,,,,,L,0,
5466,rav,,Sampang,"",,,,,,,L,0,
5467,raw,,Rawang,"",,,,,,,L,0,
5468,rax,,Rang,"",,,,,,,L,0,
5469,ray,,Rapa,"",,,,,,,L,0,
5425,qwc,"",Classical Quechua,klasika keĉua,"","","","","","",H,0,
5389,quf,"",Lambayeque Quechua,lambajeka keĉua,"","","","","","",L,0,
5395,qul,"",North Bolivian Quechua,nord-bolivia keĉua,"","","","","","",L,0,
5398,qup,"",Southern Pastaza Quechua,sud-pastaza keĉua,"","","","","","",L,0,
5470,raz,,Rahambuu,"",,,,,,,L,0,
5471,rbb,,Rumai Palaung,"",,,,,,,L,0,
5473,rdb,,Rudbari,"",,,,,,,L,0,
5474,rea,,Rerau,"",,,,,,,L,0,
5475,reb,,Rembong,"",,,,,,,L,0,
5476,ree,,Rejang Kayan,"",,,,,,,L,0,
5477,reg,,Kara (Tanzania),"",,,,,,,L,0,
5478,rei,,Reli,"",,,,,,,L,0,
5479,rej,,Rejang,"",Rejang,,,,,,L,0,
5480,rel,,Rendille,"",,,,,,,L,0,
5482,ren,,Rengao,"",,,,,,,L,0,
5484,res,,Reshe,"",,,,,,,L,0,
5485,ret,,Retta,"",,,,,,,L,0,
5486,rey,,Reyesano,"",,,,,,,L,0,
5487,rga,,Roria,"",,,,,,,L,0,
5490,rgr,,Resígaro,"",,,,,,,L,0,
5491,rgs,,Southern Roglai,"",,,,,,,L,0,
5492,rgu,,Ringgou,"",,,,,,,L,0,
5493,rhp,,Yahang,"",,,,,,,L,0,
5494,ria,,Riang (India),"",,,,,,,L,0,
5496,rif,,Tarifit,"",,rifain,,,,,L,0,
5497,ril,,Riang (Myanmar),"",,,,,,,L,0,
5498,rim,,Nyaturu,"",,,,,,,L,0,
5499,rin,,Nungu,"",,,,,,,L,0,
5500,rir,,Ribun,"",,,,,,,L,0,
5501,rit,,Ritarungo,"",,,,,,,L,0,
5502,riu,,Riung,"",,,,,,,L,0,
5504,rjg,,Rajong,"",,,,,,,L,0,
5505,rji,,Raji,"",,,,,,,L,0,
5506,rka,,Kraol,"",,,,,,,L,0,
5507,rkb,,Rikbaktsa,"",,,,,,,L,0,
5508,rkh,,Rakahanga-Manihiki,"",,,,,,,L,0,
5509,rkm,,Marka,"",,,,,,,L,0,
5510,rma,,Rama,"",,rama,rama,,,,L,0,
5511,rmb,,Rembarunga,"",,,,,,,L,0,
5606,sar,,Saraveca,"",,,,,,,E,0,
5513,rmd,,Traveller Danish,"",,,,,,,E,0,
5514,rme,,Angloromani,Angla-Cigana,,,,,,Romanichal,L,0,
5517,rmh,,Murkim,"",,,,,,,L,0,
5518,rmi,,Lomavren,"",,,,,,,L,0,
5519,rmk,,Romkun,"",,,,,,,L,0,
5524,rmp,,Rempi,"",,,,,,,L,0,
5527,rmt,,Domari,"",,,,,,,L,0,
5528,rmu,,Tavringer Romani,"",,,,,,,L,0,
5531,rmx,,Romam,"",,,,,,,L,0,
5534,rnd,,Ruund,"",,,,,руунд,,L,0,
5535,rng,,Ronga,"",,,,,ронга,,L,0,
5536,rnn,,Roon,"",,,,,,,L,0,
5537,rnp,,Rongpo,"",,,,,,,L,0,
5538,rnw,,Rungwa,"",,,,,,,L,0,
5540,rob,,Tae',"",Tae',,,,таэ',,L,0,
5541,roc,,Cacgia Roglai,"",,,,,,,L,0,
5542,rod,,Rogo,"",,,,,,,L,0,
5543,roe,,Ronji,"",,,,,,,L,0,
5544,rof,,Rombo,"",,,,,,,L,0,
5545,rog,,Northern Roglai,"",,,,,,,L,0,
5547,rol,,Romblomanon,"",,,,,,,L,0,
5552,ror,,Rongga,"",,,,,,,L,0,
5553,rou,,Runga,"",,,,,,,L,0,
5554,row,,Dela-Oenale,"",,,,,,,L,0,
5555,rpn,,Repanbitip,"",,,,,,,L,0,
5556,rpt,,Rapting,"",,,,,,,L,0,
5557,rri,,Ririo,"",Ririo,,,,,,L,0,
5558,rro,,Waima,"",Roro,,,,,,L,0,
5562,rth,,Ratahan,"",,,,,,,L,0,
5564,rtw,,Rathawi,"",,,,,,,L,0,
5565,rub,,Gungu,"",,,,,,,L,0,
5566,ruc,,Ruuli,"",,,,,,,L,0,
5568,ruf,,Luguru,"",,,,,,,L,0,
5569,rug,,Roviana,"",Roviana,,,,,,L,0,
5570,ruh,,Ruga,"",,,,,,,L,0,
5571,rui,,Rufiji,"",,,,,,,L,0,
5529,rmv,"",Romanova,"",Romanova,Romanova,Romanova,Romanova,романова,"",C,0,
5574,ruo,,Istro Romanian,istrorumana,,istrio-roumain,istrorrumano,,истрорумынский,istroromånă,L,0,
5578,rut,,Rutul,"",,routoul,rutul,,,,L,0,
5579,ruu,,Lanas Lobu,"",,,,,,,L,0,
5580,ruy,,Mala (Nigeria),"",,,,,,,L,0,
5581,ruz,,Ruma,"",,,,,,,L,0,
5582,rwa,,Rawo,"",,,,,,,L,0,
5583,rwk,,Rwa,"",,,,,,,L,0,
5584,rwm,,Amba (Uganda),"",,,,,,,L,0,
5585,rwo,,Rawa,"",,,,,,,L,0,
5586,rwr,,Marwari (India),"",,,,,,,L,0,
5591,saa,,Saba,"",,,,,,,L,0,
5592,sab,,Buglere,"",,,,,,,L,0,
5593,sac,,Meskwaki,"",,,,,,,L,0,
5594,sad,,Sandawe,sandava,,sandawe,,,сандаве,,L,0,
5595,sae,,Sabanê,"",,,,,,,L,0,
5596,saf,,Safaliba,"",,,,,,,L,0,
5599,saj,,Sahu,"",,,,,,,L,0,
5600,sak,,Sake,"",,,,,,,L,0,
5732,shm,,Shahrudi,"",,,,,,,L,0,
5601,sam,,Samaritan Aramaic,samaria (aramea),,araméen samaritain,,,самаритянский арамейский,ܐܪܡܝܐ,E,0,
5603,sao,,Sause,"",,,,,,,L,0,
5605,saq,,Samburu,"",,,,,,,L,0,
5608,sat,,Santali,santala,Santali,santal,santalí,,,संथाली,L,0,
5609,sau,,Saleman,"",,,,,,,L,0,
5610,sav,,Saafi-Saafi,"",,,,,,,L,0,
5611,saw,,Sawi,"",,,,,,,L,0,
5612,sax,,Sa,"",,,,,,,L,0,
30,abj,,Aka-Bea,"",,,,,,,E,0,
5614,saz,,Saurashtra,"",,,,,,,L,0,
5615,sba,,Ngambay,"",,,,,,,L,0,
5616,sbb,,Simbo,"",,,,,,,L,0,
5636,sbv,,Sabine,"",,,,,сабинский,,A,0,
5658,scx,,Sicel,"",,,,,,,A,0,
5675,sds,,Sened,"",,,,,,,E,0,
5676,sdt,,Shuadit,"",,,,,,,E,0,
5618,sbd,,Southern Samo,"",,,,,,,L,0,
5619,sbe,,Saliba,"",,,,,,,L,0,
5620,sbf,,Chabu,"",,,,,,,L,0,
5621,sbg,,Seget,"",,,,,,,L,0,
5623,sbi,,Seti,"",,,,,,,L,0,
5624,sbj,,Surbakhal,"",,,,,,,L,0,
5625,sbk,,Safwa,"",,,,,,,L,0,
5626,sbl,,Botolan Sambal,"",,,,,,,L,0,
5627,sbm,,Sagala,"",,,,,,,L,0,
5628,sbn,,Sindhi Bhil,"",,,,,,,L,0,
5629,sbo,,Sabüm,"",,,,,,,L,0,
5630,sbp,,Sangu (Tanzania),"",,,,,,,L,0,
5631,sbq,,Sileibi,"",,,,,,,L,0,
5632,sbr,,Sembakung Murut,"",,,,,,,L,0,
5633,sbs,,Subiya,"",,,,,субия,,L,0,
5634,sbt,,Kimki,"",,,,,,,L,0,
5635,sbu,,Stod Bhoti,"",,,,,,,L,0,
5637,sbw,,Simba,"",,,,,,,L,0,
5638,sbx,,Seberuang,"",,,,,,,L,0,
5639,sby,,Soli,"",,,,,,,L,0,
5642,scb,,Chut,"",,,,,,,L,0,
5643,sce,,Dongxiang,donŝjanga,,,,,,,L,0,
5644,scf,,San Miguel Creole French,"",,,,,,,L,0,
5645,scg,,Sanggau,"",,,,,,,L,0,
5646,sch,,Sakachep,"",,,,,,,L,0,
5647,sci,,Sri Lankan Creole Malay,"",,,,,,,L,0,
5648,sck,,Sadri,"",,,,,,,L,0,
5649,scl,,Shina,"",,,shina,,,,L,0,
5653,scq,,Sa'och,"",,,,,,,L,0,
5654,scs,,North Slavey,"",,,,,,Sahtú Got’ine,L,0,
5655,scu,,Shumcho,"",,,,,,,L,0,
5656,scv,,Sheni,"",,,,,,,L,0,
5657,scw,,Sha,"",,,,,,,L,0,
5659,sda,,Toraja-Sa'dan,"",,,,,,,L,0,
5660,sdb,,Shabak,"",,,,,,,L,0,
5661,sdc,,Sassarese Sardinian,"",,,,,,sassaresu,L,0,
5663,sde,,Surubu,"",,,,,,,L,0,
5664,sdf,,Sarli,"",,,,,,,L,0,
5665,sdg,,Savi,"",,,,,,,L,0,
5668,sdj,,Suundi,"",,,,,,,L,0,
5670,sdm,,Semandang,"",,,,,,,L,0,
5671,sdn,,Gallurese Sardinian,"",,,,,,,L,0,
5672,sdo,,Bukar-Sadung Bidayuh,"",,,,,,,L,0,
